Source,Target,Weight
"NORRISS, SISTER BARB",HAVOK/ALEX SUMMERS,5
"NORRISS, SISTER BARB","ROSS, GEN. THADDEUS",7
"NORRISS, SISTER BARB",HELA [ASGARDIAN],5
"NORRISS, SISTER BARB",BLACK KNIGHT V/DANE,8
"NORRISS, SISTER BARB",HUMAN TORCH/JOHNNY S,10
"NORRISS, SISTER BARB",ODIN [ASGARDIAN],9
"NORRISS, SISTER BARB",MEPHISTO,5
"NORRISS, SISTER BARB",ICEMAN/ROBERT BOBBY,33
"NORRISS, SISTER BARB",DOC SAMSON/DR. LEONA,5
GHOST RIDER II/JOHNN,"NORRISS, SISTER BARB",6
ANT-MAN/DR. HENRY J.,"NORRISS, SISTER BARB",11
"BANNER, BETTY ROSS T","NORRISS, SISTER BARB",6
WONG,"NORRISS, SISTER BARB",38
GARGOYLE II/ISAAC CH,"NORRISS, SISTER BARB",60
JACK OF HEARTS/JACK,"NORRISS, SISTER BARB",6
FALCON/SAM WILSON,"NORRISS, SISTER BARB",6
"FURY, COL. NICHOLAS","NORRISS, SISTER BARB",9
MOON KNIGHT/MARC SPE,"NORRISS, SISTER BARB",6
SWORDSMAN/JACQUES DU,"NORRISS, SISTER BARB",7
MANTIS/? BRANDT,"NORRISS, SISTER BARB",7
HELLSTORM/DAIMON HEL,"NORRISS, SISTER BARB",34
HERCULES [GREEK GOD],"NORRISS, SISTER BARB",7
DAREDEVIL/MATT MURDO,"NORRISS, SISTER BARB",16
NIGHTCRAWLER/KURT WA,"NORRISS, SISTER BARB",5
PROFESSOR X/CHARLES,"NORRISS, SISTER BARB",6
IRON FIST/DANIEL RAN,"NORRISS, SISTER BARB",8
"JONES, RICHARD MILHO","NORRISS, SISTER BARB",5
MEDUSA/MEDUSALITH AM,"NORRISS, SISTER BARB",5
CLEA,"NORRISS, SISTER BARB",44
"CAGE, LUKE/CARL LUCA","NORRISS, SISTER BARB",20
MOONDRAGON/HEATHER D,"NORRISS, SISTER BARB",33
"BANNER, BETTY ROSS T","GYRICH, HENRY PETER",10
"BANNER, BETTY ROSS T","DUGAN, TIMOTHY ALOYI",6
"BANNER, BETTY ROSS T","ROSS, GEN. THADDEUS",148
"BANNER, BETTY ROSS T",CAPTAIN MARVEL II/MO,5
"BANNER, BETTY ROSS T",ANT-MAN/DR. HENRY J.,8
"BANNER, BETTY ROSS T",HERCULES [GREEK GOD],8
"BANNER, BETTY ROSS T",DOC SAMSON/DR. LEONA,71
"BANNER, BETTY ROSS T",HUMAN TORCH/JOHNNY S,11
"BANNER, BETTY ROSS T",WONG,5
"BANNER, BETTY ROSS T",CRYSTAL [INHUMAN],6
SASQUATCH/WALTER LAN,"BANNER, BETTY ROSS T",5
LEADER/SAM STERNS,"BANNER, BETTY ROSS T",40
"JAMESON, J. JONAH","BANNER, BETTY ROSS T",5
"JONES, RICHARD MILHO","BANNER, BETTY ROSS T",123
"FURY, COL. NICHOLAS","BANNER, BETTY ROSS T",15
"ROSS, GEN. THADDEUS","JAMESON, J. JONAH",5
"ROSS, GEN. THADDEUS","JARVIS, EDWIN",5
"ROSS, GEN. THADDEUS",HUMAN TORCH/JOHNNY S,16
"ROSS, GEN. THADDEUS","JONES, RICHARD MILHO",73
"ROSS, GEN. THADDEUS",DOC SAMSON/DR. LEONA,65
DAREDEVIL/MATT MURDO,"ROSS, GEN. THADDEUS",5
ANT-MAN/DR. HENRY J.,"ROSS, GEN. THADDEUS",7
"FURY, COL. NICHOLAS","ROSS, GEN. THADDEUS",13
LEADER/SAM STERNS,"ROSS, GEN. THADDEUS",34
GORGON [INHUMAN],MEDUSA/MEDUSALITH AM,114
GORGON [INHUMAN],LUNA/LUNA MAXIMOFF [,19
GORGON [INHUMAN],MAXIMUS [INHUMAN],49
GORGON [INHUMAN],BLACK BOLT/BLACKANTO,122
GORGON [INHUMAN],ANT-MAN II/SCOTT HAR,9
GORGON [INHUMAN],LYJA LAZERFIST [SKRU,8
GORGON [INHUMAN],ICEMAN/ROBERT BOBBY,7
GORGON [INHUMAN],"MASTERS, ALICIA REIS",8
GORGON [INHUMAN],SANDMAN/WILLIAM BAKE,5
GORGON [INHUMAN],BLACK WIDOW/NATASHA,5
GORGON [INHUMAN],ANT-MAN/DR. HENRY J.,5
GORGON [INHUMAN],DAREDEVIL/MATT MURDO,14
GORGON [INHUMAN],KARNAK [INHUMAN],129
CRYSTAL [INHUMAN],GORGON [INHUMAN],82
LOCKJAW [INHUMAN],GORGON [INHUMAN],69
MEPHISTO,GORGON [INHUMAN],6
TRITON,GORGON [INHUMAN],91
HUMAN TORCH/JOHNNY S,GORGON [INHUMAN],53
DR. DOOM/VICTOR VON,GORGON [INHUMAN],14
"RICHARDS, FRANKLIN B",GORGON [INHUMAN],12
LOCKJAW [INHUMAN],BLACK BOLT/BLACKANTO,70
LOCKJAW [INHUMAN],"MASTERS, ALICIA REIS",10
LOCKJAW [INHUMAN],QUASAR III/WENDELL V,6
LOCKJAW [INHUMAN],DR. DOOM/VICTOR VON,7
LOCKJAW [INHUMAN],"RICHARDS, FRANKLIN B",8
LOCKJAW [INHUMAN],LUNA/LUNA MAXIMOFF [,22
"FURY, COL. NICHOLAS",LOCKJAW [INHUMAN],6
HUMAN TORCH/JOHNNY S,LOCKJAW [INHUMAN],39
ANT-MAN II/SCOTT HAR,LOCKJAW [INHUMAN],5
ANT-MAN/DR. HENRY J.,LOCKJAW [INHUMAN],10
SERSI/SYLVIA,LOCKJAW [INHUMAN],9
COLLECTOR/TANELEER T,LOCKJAW [INHUMAN],5
BLACK KNIGHT V/DANE,LOCKJAW [INHUMAN],8
"JARVIS, EDWIN",LOCKJAW [INHUMAN],7
HERCULES [GREEK GOD],LOCKJAW [INHUMAN],11
KARNAK [INHUMAN],LOCKJAW [INHUMAN],69
"HARKNESS, AGATHA",LOCKJAW [INHUMAN],6
MAXIMUS [INHUMAN],LOCKJAW [INHUMAN],30
BLACK WIDOW/NATASHA,LOCKJAW [INHUMAN],11
ICEMAN/ROBERT BOBBY,LOCKJAW [INHUMAN],6
PROFESSOR X/CHARLES,LOCKJAW [INHUMAN],5
MEDUSA/MEDUSALITH AM,LOCKJAW [INHUMAN],65
CRYSTAL [INHUMAN],LOCKJAW [INHUMAN],72
TRITON,LOCKJAW [INHUMAN],58
CRYSTAL [INHUMAN],PROFESSOR X/CHARLES,14
CRYSTAL [INHUMAN],"GYRICH, HENRY PETER",6
CRYSTAL [INHUMAN],STINGRAY/DR. WALTER,7
CRYSTAL [INHUMAN],HIGH EVOLUTIONARY/HE,5
CRYSTAL [INHUMAN],CAPTAIN MARVEL II/MO,10
CRYSTAL [INHUMAN],FORGOTTEN ONE/GILGAM,5
CRYSTAL [INHUMAN],LIVING LIGHTNING/MIG,13
CRYSTAL [INHUMAN],"HARKNESS, AGATHA",10
CRYSTAL [INHUMAN],DR. DOOM/VICTOR VON,23
CRYSTAL [INHUMAN],LYJA LAZERFIST [SKRU,14
CRYSTAL [INHUMAN],ICEMAN/ROBERT BOBBY,22
CRYSTAL [INHUMAN],BLACK KNIGHT V/DANE,47
CRYSTAL [INHUMAN],"RICHARDS, FRANKLIN B",27
CRYSTAL [INHUMAN],DAREDEVIL/MATT MURDO,9
CRYSTAL [INHUMAN],RED SKULL/JOHANN SCH,5
CRYSTAL [INHUMAN],BLACK WIDOW/NATASHA,73
CRYSTAL [INHUMAN],FALCON/SAM WILSON,17
CRYSTAL [INHUMAN],ANT-MAN/DR. HENRY J.,63
CRYSTAL [INHUMAN],NOVA II/FRANKIE RAYE,6
CRYSTAL [INHUMAN],MOON KNIGHT/MARC SPE,9
CRYSTAL [INHUMAN],GAMBIT/REMY LEBEAU,10
CRYSTAL [INHUMAN],WOLFSBANE/RAHNE SINC,5
CRYSTAL [INHUMAN],NORTHSTAR/JEAN-PAUL,6
CRYSTAL [INHUMAN],AURORA/JEANNE-MARIE,5
CRYSTAL [INHUMAN],MULTIPLE MAN/JAMES A,6
CRYSTAL [INHUMAN],THANOS,5
CRYSTAL [INHUMAN],STRONG GUY/GUIDO CAR,5
CRYSTAL [INHUMAN],MAGUS,6
CRYSTAL [INHUMAN],PUCK/EUGENE MILTON J,6
CRYSTAL [INHUMAN],POLARIS/LORNA DANE,7
CRYSTAL [INHUMAN],PHARAOH RAMA-TUT,13
CRYSTAL [INHUMAN],WILD CHILD/KYLE GIBN,5
CRYSTAL [INHUMAN],HUMAN TORCH/JOHNNY S,119
CRYSTAL [INHUMAN],"MASTERS, ALICIA REIS",23
CRYSTAL [INHUMAN],WARLOCK II/ADAM WARL,6
CRYSTAL [INHUMAN],BISHOP /,5
CRYSTAL [INHUMAN],ANT-MAN II/SCOTT HAR,5
CRYSTAL [INHUMAN],COLOSSUS II/PETER RA,8
CRYSTAL [INHUMAN],HAVOK/ALEX SUMMERS,9
CRYSTAL [INHUMAN],"HUDSON, HEATHER",6
CRYSTAL [INHUMAN],SASQUATCH/WALTER LAN,8
CRYSTAL [INHUMAN],MACHINE MAN/X-51,6
CRYSTAL [INHUMAN],RAGE/ELVIN DARYL HAL,10
CRYSTAL [INHUMAN],HERCULES [GREEK GOD],81
CRYSTAL [INHUMAN],STARFOX/EROS,10
CRYSTAL [INHUMAN],BINARY/CAROL DANVERS,9
CRYSTAL [INHUMAN],USAGENT/CAPTAIN JOHN,20
CRYSTAL [INHUMAN],MOONDRAGON/HEATHER D,10
CRYSTAL [INHUMAN],LUNA/LUNA MAXIMOFF [,40
CRYSTAL [INHUMAN],DEMOLITION MAN/DENNI,6
CRYSTAL [INHUMAN],SANDMAN/WILLIAM BAKE,11
CRYSTAL [INHUMAN],MS. MARVEL II/SHARON,17
CRYSTAL [INHUMAN],"FURY, COL. NICHOLAS",10
MAGNETO/MAGNUS/ERIC,CRYSTAL [INHUMAN],9
LILANDRA NERAMANI [S,CRYSTAL [INHUMAN],5
"DUGAN, TIMOTHY ALOYI",CRYSTAL [INHUMAN],7
TRITON,CRYSTAL [INHUMAN],68
ULTRON,CRYSTAL [INHUMAN],5
MOLE MAN/HARVEY RUPE,CRYSTAL [INHUMAN],7
DR. DRUID/ANTHONY LU,CRYSTAL [INHUMAN],8
KARNAK [INHUMAN],CRYSTAL [INHUMAN],80
"JARVIS, EDWIN",CRYSTAL [INHUMAN],39
BLACK BOLT/BLACKANTO,CRYSTAL [INHUMAN],81
KA-ZAR/KEVIN PLUNDER,CRYSTAL [INHUMAN],6
SERSI/SYLVIA,CRYSTAL [INHUMAN],33
MAXIMUS [INHUMAN],CRYSTAL [INHUMAN],37
SHAMAN/MICHAEL TWOYO,CRYSTAL [INHUMAN],5
QUASAR III/WENDELL V,CRYSTAL [INHUMAN],17
DARKHAWK/CHRIS POWEL,CRYSTAL [INHUMAN],8
WIZARD/BENTLEY WITTM,CRYSTAL [INHUMAN],6
MEDUSA/MEDUSALITH AM,CRYSTAL [INHUMAN],78
COLLECTOR/TANELEER T,CRYSTAL [INHUMAN],6
BLACK BOLT/BLACKANTO,SANDMAN/WILLIAM BAKE,7
BLACK BOLT/BLACKANTO,"RICHARDS, FRANKLIN B",12
BLACK BOLT/BLACKANTO,ANT-MAN II/SCOTT HAR,9
BLACK BOLT/BLACKANTO,"MASTERS, ALICIA REIS",9
BLACK BOLT/BLACKANTO,LYJA LAZERFIST [SKRU,8
BLACK BOLT/BLACKANTO,BLACK WIDOW/NATASHA,5
BLACK BOLT/BLACKANTO,DAREDEVIL/MATT MURDO,6
BLACK BOLT/BLACKANTO,ANT-MAN/DR. HENRY J.,6
"FURY, COL. NICHOLAS",BLACK BOLT/BLACKANTO,9
ICEMAN/ROBERT BOBBY,BLACK BOLT/BLACKANTO,7
MAXIMUS [INHUMAN],BLACK BOLT/BLACKANTO,50
LUNA/LUNA MAXIMOFF [,BLACK BOLT/BLACKANTO,18
KARNAK [INHUMAN],BLACK BOLT/BLACKANTO,121
MEDUSA/MEDUSALITH AM,BLACK BOLT/BLACKANTO,119
DR. DOOM/VICTOR VON,BLACK BOLT/BLACKANTO,13
HUMAN TORCH/JOHNNY S,BLACK BOLT/BLACKANTO,55
TRITON,BLACK BOLT/BLACKANTO,91
TRITON,MEDUSA/MEDUSALITH AM,87
TRITON,"FURY, COL. NICHOLAS",6
TRITON,MAXIMUS [INHUMAN],43
TRITON,KARNAK [INHUMAN],90
TRITON,LUNA/LUNA MAXIMOFF [,15
TRITON,"MASTERS, ALICIA REIS",6
TRITON,HUMAN TORCH/JOHNNY S,45
TRITON,DR. DOOM/VICTOR VON,9
SANDMAN/WILLIAM BAKE,TRITON,7
"LE FEY, MORGAN",TRITON,6
STINGRAY/DR. WALTER,TRITON,11
"RICHARDS, FRANKLIN B",TRITON,9
"JONES, RICHARD MILHO",TRITON,5
KARNAK [INHUMAN],LUNA/LUNA MAXIMOFF [,18
KARNAK [INHUMAN],DR. DOOM/VICTOR VON,12
KARNAK [INHUMAN],LYJA LAZERFIST [SKRU,7
KARNAK [INHUMAN],SANDMAN/WILLIAM BAKE,5
MEDUSA/MEDUSALITH AM,KARNAK [INHUMAN],113
MEPHISTO,KARNAK [INHUMAN],6
"FURY, COL. NICHOLAS",KARNAK [INHUMAN],5
MAXIMUS [INHUMAN],KARNAK [INHUMAN],48
DAREDEVIL/MATT MURDO,KARNAK [INHUMAN],14
"MASTERS, ALICIA REIS",KARNAK [INHUMAN],7
ANT-MAN II/SCOTT HAR,KARNAK [INHUMAN],8
ICEMAN/ROBERT BOBBY,KARNAK [INHUMAN],7
ANT-MAN/DR. HENRY J.,KARNAK [INHUMAN],5
BLACK WIDOW/NATASHA,KARNAK [INHUMAN],5
"RICHARDS, FRANKLIN B",KARNAK [INHUMAN],12
HUMAN TORCH/JOHNNY S,KARNAK [INHUMAN],49
WARLOCK II/ADAM WARL,FIRELORD/PYREUS KRIL,9
WARLOCK II/ADAM WARL,BLACK WIDOW/NATASHA,8
WARLOCK II/ADAM WARL,MEPHISTO,7
WARLOCK II/ADAM WARL,MAGUS,19
WARLOCK II/ADAM WARL,ICEMAN/ROBERT BOBBY,9
WARLOCK II/ADAM WARL,SASQUATCH/WALTER LAN,12
WARLOCK II/ADAM WARL,ANT-MAN/DR. HENRY J.,5
WARLOCK II/ADAM WARL,SHAMAN/MICHAEL TWOYO,8
WARLOCK II/ADAM WARL,AURORA/JEANNE-MARIE,5
WARLOCK II/ADAM WARL,NORTHSTAR/JEAN-PAUL,5
WARLOCK II/ADAM WARL,MOON KNIGHT/MARC SPE,6
WARLOCK II/ADAM WARL,GAMBIT/REMY LEBEAU,5
WARLOCK II/ADAM WARL,GAMORA,40
WARLOCK II/ADAM WARL,BLACK KNIGHT V/DANE,7
WARLOCK II/ADAM WARL,STRONG GUY/GUIDO CAR,11
WARLOCK II/ADAM WARL,USAGENT/CAPTAIN JOHN,5
WARLOCK II/ADAM WARL,PUCK/EUGENE MILTON J,5
WARLOCK II/ADAM WARL,PHARAOH RAMA-TUT,5
WARLOCK II/ADAM WARL,WILD CHILD/KYLE GIBN,5
WARLOCK II/ADAM WARL,COLOSSUS II/PETER RA,11
WARLOCK II/ADAM WARL,"HARKNESS, AGATHA",7
WARLOCK II/ADAM WARL,QUASAR III/WENDELL V,13
WARLOCK II/ADAM WARL,PROFESSOR X/CHARLES,11
WARLOCK II/ADAM WARL,"HUDSON, HEATHER",12
STARFOX/EROS,WARLOCK II/ADAM WARL,9
HIGH EVOLUTIONARY/HE,WARLOCK II/ADAM WARL,9
HUMAN TORCH/JOHNNY S,WARLOCK II/ADAM WARL,17
THANOS,WARLOCK II/ADAM WARL,34
CAPTAIN MARVEL/CAPTA,WARLOCK II/ADAM WARL,5
HERCULES [GREEK GOD],WARLOCK II/ADAM WARL,11
NOVA II/FRANKIE RAYE,WARLOCK II/ADAM WARL,10
DR. DOOM/VICTOR VON,WARLOCK II/ADAM WARL,13
DRAX/ARTHUR DOUGLAS,WARLOCK II/ADAM WARL,37
LIVING LIGHTNING/MIG,WARLOCK II/ADAM WARL,8
"MASTERS, ALICIA REIS",WARLOCK II/ADAM WARL,5
THANOS DOPPELGANGER,WARLOCK II/ADAM WARL,9
DARKHAWK/CHRIS POWEL,WARLOCK II/ADAM WARL,5
DR. DRUID/ANTHONY LU,WARLOCK II/ADAM WARL,9
PIP/PRINCE GOFERN,WARLOCK II/ADAM WARL,41
MOONDRAGON/HEATHER D,WARLOCK II/ADAM WARL,24
HAVOK/ALEX SUMMERS,WARLOCK II/ADAM WARL,11
POLARIS/LORNA DANE,WARLOCK II/ADAM WARL,9
JUGGERNAUT/CAIN MARK,LOCKHEED,5
JUGGERNAUT/CAIN MARK,BISHOP /,5
JUGGERNAUT/CAIN MARK,FERAL/MARIA CALLASAN,5
JUGGERNAUT/CAIN MARK,SHADOWCAT/KATHERINE,10
JUGGERNAUT/CAIN MARK,NIGHTCRAWLER/KURT WA,16
JUGGERNAUT/CAIN MARK,PROFESSOR X/CHARLES,21
JUGGERNAUT/CAIN MARK,"SUMMERS, NATHAN CHRI",6
JUGGERNAUT/CAIN MARK,THUNDERBIRD II/JAMES,5
JUGGERNAUT/CAIN MARK,TOAD/MORTIMER TOYNBE,7
JUGGERNAUT/CAIN MARK,PHOENIX III/RACHEL S,6
ICEMAN/ROBERT BOBBY,JUGGERNAUT/CAIN MARK,17
CANNONBALL II/SAM GU,JUGGERNAUT/CAIN MARK,11
SHATTERSTAR II/GAVEE,JUGGERNAUT/CAIN MARK,5
GAMBIT/REMY LEBEAU,JUGGERNAUT/CAIN MARK,7
SIRYN/THERESA ROURKE,JUGGERNAUT/CAIN MARK,12
DEADPOOL/JACK/WADE W,JUGGERNAUT/CAIN MARK,7
COLOSSUS II/PETER RA,JUGGERNAUT/CAIN MARK,14
BANSHEE/SEAN CASSIDY,JUGGERNAUT/CAIN MARK,11
PROFESSOR X/CHARLES,CALLISTO,12
PROFESSOR X/CHARLES,"MACTAGGERT, MOIRA KI",83
PROFESSOR X/CHARLES,HUSK/PAIGE GUTHRIE,5
PROFESSOR X/CHARLES,USAGENT/CAPTAIN JOHN,6
PROFESSOR X/CHARLES,ANT-MAN/DR. HENRY J.,24
PROFESSOR X/CHARLES,DAREDEVIL/MATT MURDO,17
PROFESSOR X/CHARLES,RICTOR/JULIO ESTEBAN,13
PROFESSOR X/CHARLES,COLOSSUS II/PETER RA,236
PROFESSOR X/CHARLES,BULLDOZER/HENRY CAMP,10
PROFESSOR X/CHARLES,ULTRON,9
PROFESSOR X/CHARLES,TITANIA II/MARY SKEE,8
PROFESSOR X/CHARLES,VOLCANA/MARSHA ROSEN,9
PROFESSOR X/CHARLES,ABSORBING MAN/CARL C,12
PROFESSOR X/CHARLES,"SUMMERS, MADELYNE MA",14
PROFESSOR X/CHARLES,NIGHTCRAWLER/KURT WA,189
PROFESSOR X/CHARLES,STRONG GUY/GUIDO CAR,28
PROFESSOR X/CHARLES,SAURON/DR. KARL LYKO,7
PROFESSOR X/CHARLES,DOMINO III/BEATRICE/,12
PROFESSOR X/CHARLES,KARMA/XI'AN COY MANH,14
PROFESSOR X/CHARLES,BEYONDER,7
PROFESSOR X/CHARLES,WRECKER III/DIRK GAR,11
PROFESSOR X/CHARLES,DR. OCTOPUS/OTTO OCT,12
PROFESSOR X/CHARLES,PILEDRIVER II/BRIAN,11
PROFESSOR X/CHARLES,KLAW/ULYSSES KLAW,7
PROFESSOR X/CHARLES,DAYTRIPPER/AMANDA SE,18
PROFESSOR X/CHARLES,WOLFSBANE/RAHNE SINC,56
PROFESSOR X/CHARLES,BOOMER/TABITHA SMITH,26
PROFESSOR X/CHARLES,APOCALYPSE/EN SABAH,19
PROFESSOR X/CHARLES,"SUMMERS, NATHAN CHRI",40
PROFESSOR X/CHARLES,SKIDS/SALLY BLEVINS,5
PROFESSOR X/CHARLES,CH'OD,25
PROFESSOR X/CHARLES,DEATHBIRD [SHI'AR],14
PROFESSOR X/CHARLES,MOLECULE MAN/OWEN RE,11
PROFESSOR X/CHARLES,SHATTERSTAR II/GAVEE,16
PROFESSOR X/CHARLES,SIRYN/THERESA ROURKE,23
PROFESSOR X/CHARLES,FERAL/MARIA CALLASAN,6
PROFESSOR X/CHARLES,CALIBAN/,16
PROFESSOR X/CHARLES,"HUNTER, STEVIE",23
PROFESSOR X/CHARLES,"HARKNESS, AGATHA",11
PROFESSOR X/CHARLES,"HUDSON, HEATHER",20
PROFESSOR X/CHARLES,DR. DOOM/VICTOR VON,20
PROFESSOR X/CHARLES,THANOS,14
PROFESSOR X/CHARLES,MOLE MAN/HARVEY RUPE,6
PROFESSOR X/CHARLES,PHARAOH RAMA-TUT,10
PROFESSOR X/CHARLES,GAMORA,11
PROFESSOR X/CHARLES,"JONES, GABE",5
PROFESSOR X/CHARLES,"FURY, COL. NICHOLAS",17
PROFESSOR X/CHARLES,"CORTEZ, FABIAN",6
PROFESSOR X/CHARLES,STRYFE,10
PROFESSOR X/CHARLES,ZERO,9
PROFESSOR X/CHARLES,MULTIPLE MAN/JAMES A,23
PROFESSOR X/CHARLES,FORGE,42
PROFESSOR X/CHARLES,BLACK WIDOW/NATASHA,14
PROFESSOR X/CHARLES,SCANNER II,8
PROFESSOR X/CHARLES,MAGNETO/MAGNUS/ERIC,86
PROFESSOR X/CHARLES,MARROW/SARAH,38
PROFESSOR X/CHARLES,SKIN/ANGELO ESPINOSA,5
PROFESSOR X/CHARLES,MEGGAN,13
PROFESSOR X/CHARLES,MIRAGE II/DANIELLE M,40
PROFESSOR X/CHARLES,WHITE QUEEN/EMMA FRO,21
PROFESSOR X/CHARLES,FALCON/SAM WILSON,8
PROFESSOR X/CHARLES,THUNDERBIRD II/JAMES,24
PROFESSOR X/CHARLES,SPIRAL,5
PROFESSOR X/CHARLES,MOON KNIGHT/MARC SPE,5
PROFESSOR X/CHARLES,WARLOCK III,12
PROFESSOR X/CHARLES,MAGMA/AMARA AQUILLA/,18
PROFESSOR X/CHARLES,CANNONBALL II/SAM GU,78
PROFESSOR X/CHARLES,PHOENIX III/RACHEL S,23
PROFESSOR X/CHARLES,SUNSPOT/ROBERTO DACO,51
PROFESSOR X/CHARLES,BISHOP /,65
PROFESSOR X/CHARLES,GAMBIT/REMY LEBEAU,95
PROFESSOR X/CHARLES,BANSHEE/SEAN CASSIDY,74
PROFESSOR X/CHARLES,ICEMAN/ROBERT BOBBY,174
TOAD/MORTIMER TOYNBE,PROFESSOR X/CHARLES,13
MAGIK/ILLYANA RASPUT,PROFESSOR X/CHARLES,39
"KNIGHT, MISTY",PROFESSOR X/CHARLES,10
STARFOX/EROS,PROFESSOR X/CHARLES,6
DAZZLER II/ALLISON B,PROFESSOR X/CHARLES,16
SPIDER-WOMAN/JESSICA,PROFESSOR X/CHARLES,6
GUARDIAN/JAMES MACDO,PROFESSOR X/CHARLES,12
POLARIS/LORNA DANE,PROFESSOR X/CHARLES,74
HUMAN TORCH/JOHNNY S,PROFESSOR X/CHARLES,60
MR. SINISTER/NATHAN,PROFESSOR X/CHARLES,9
NORTHSTAR/JEAN-PAUL,PROFESSOR X/CHARLES,16
LOCKHEED,PROFESSOR X/CHARLES,21
SNOWBIRD/NARYA/ANNE,PROFESSOR X/CHARLES,10
PUCK/EUGENE MILTON J,PROFESSOR X/CHARLES,11
LIZARD/DR. CURTIS CO,PROFESSOR X/CHARLES,12
BLACK KNIGHT V/DANE,PROFESSOR X/CHARLES,10
"GYRICH, HENRY PETER",PROFESSOR X/CHARLES,9
BLACK KING/SEBASTIAN,PROFESSOR X/CHARLES,21
"DUGAN, TIMOTHY ALOYI",PROFESSOR X/CHARLES,5
"TILBY, TRISH/PATRICI",PROFESSOR X/CHARLES,9
MAM'SELLE HEPZIBAH,PROFESSOR X/CHARLES,25
CAPTAIN MARVEL II/MO,PROFESSOR X/CHARLES,14
GLADIATOR II,PROFESSOR X/CHARLES,14
CAPTAIN BRITAIN/BRIA,PROFESSOR X/CHARLES,15
SABRETOOTH/VICTOR CR,PROFESSOR X/CHARLES,13
LEGION II/DAVID HALL,PROFESSOR X/CHARLES,13
"JAMESON, J. JONAH",PROFESSOR X/CHARLES,7
BINARY/CAROL DANVERS,PROFESSOR X/CHARLES,23
CYPHER/DOUG RAMSEY,PROFESSOR X/CHARLES,29
MOONDRAGON/HEATHER D,PROFESSOR X/CHARLES,18
LILANDRA NERAMANI [S,PROFESSOR X/CHARLES,67
CORSAIR,PROFESSOR X/CHARLES,34
RAZA LONGKNIFE,PROFESSOR X/CHARLES,25
SUNFIRE/SHIRO YOSHID,PROFESSOR X/CHARLES,17
PUPPET MASTER/PHILLI,PROFESSOR X/CHARLES,6
"MASTERS, ALICIA REIS",PROFESSOR X/CHARLES,6
X-MAN/NATHAN GREY,PROFESSOR X/CHARLES,14
PIP/PRINCE GOFERN,PROFESSOR X/CHARLES,8
NOVA II/FRANKIE RAYE,PROFESSOR X/CHARLES,11
DRAX/ARTHUR DOUGLAS,PROFESSOR X/CHARLES,12
THANOS DOPPELGANGER,PROFESSOR X/CHARLES,8
"RICHARDS, FRANKLIN B",PROFESSOR X/CHARLES,16
DARKHAWK/CHRIS POWEL,PROFESSOR X/CHARLES,6
IRON FIST/DANIEL RAN,PROFESSOR X/CHARLES,5
MEDUSA/MEDUSALITH AM,PROFESSOR X/CHARLES,5
"JONES, RICHARD MILHO",PROFESSOR X/CHARLES,7
SHADOWCAT/KATHERINE,PROFESSOR X/CHARLES,125
KA-ZAR/KEVIN PLUNDER,PROFESSOR X/CHARLES,9
ZABU,PROFESSOR X/CHARLES,5
HAVOK/ALEX SUMMERS,PROFESSOR X/CHARLES,69
DR. DRUID/ANTHONY LU,PROFESSOR X/CHARLES,11
AURORA/JEANNE-MARIE,PROFESSOR X/CHARLES,12
SASQUATCH/WALTER LAN,PROFESSOR X/CHARLES,22
LIVING LIGHTNING/MIG,PROFESSOR X/CHARLES,9
QUASAR III/WENDELL V,PROFESSOR X/CHARLES,14
MAGUS,PROFESSOR X/CHARLES,11
SHAMAN/MICHAEL TWOYO,PROFESSOR X/CHARLES,20
HERCULES [GREEK GOD],PROFESSOR X/CHARLES,19
"JARVIS, EDWIN",PROFESSOR X/CHARLES,10
"PARKER, MAY","WATSON-PARKER, MARY",188
"PARKER, MAY",BLACK CAT/FELICIA HA,30
"PARKER, MAY",LIZARD/DR. CURTIS CO,14
"PARKER, MAY","OSBORN, LIZ ALLAN",72
"PARKER, MAY","ROBERTSON, RANDY",25
"PARKER, MAY","GRANT, GLORIA GLORY",35
"PARKER, MAY","JAMESON, J. JONAH",208
"PARKER, MAY",ANT-MAN/DR. HENRY J.,5
"PARKER, MAY","LEEDS, NED",42
"PARKER, MAY","MERCADO, JOY",21
"PARKER, MAY","ROBERTSON, JOE",105
"PARKER, MAY",SPIDER-MAN CLONE/BEN,19
"KATZENBERG, NICK","PARKER, MAY",14
HAMMERHEAD,"PARKER, MAY",12
"CUSHING, KATE","PARKER, MAY",20
ARRANGER/,"PARKER, MAY",10
"URICH, BEN","PARKER, MAY",25
"OSBORN, HARRY","PARKER, MAY",81
GREEN GOBLIN/NORMAN,"PARKER, MAY",31
KINGPIN/WILSON FISK,"PARKER, MAY",26
"LUBENSKI, NATE","PARKER, MAY",59
"JAMESON, COL. JOHN","PARKER, MAY",25
HOBGOBLIN V/JASON PH,"PARKER, MAY",16
"LEEDS, BETTY BRANT","PARKER, MAY",122
"PAGE, KAREN","PARKER, MAY",5
"NELSON, FRANKLIN FOG","PARKER, MAY",6
SANDMAN/WILLIAM BAKE,"PARKER, MAY",13
HUMAN TORCH/JOHNNY S,"PARKER, MAY",25
DAREDEVIL/MATT MURDO,"PARKER, MAY",19
"THOMPSON, EUGENE FLA","PARKER, MAY",117
DR. OCTOPUS/OTTO OCT,"PARKER, MAY",36
"WATSON, ANNA","PARKER, MAY",82
