Source,Target,Weight
Sasquatch / Walter Lan,Eternity / Adam Qadmon,6
Living Lightning / Mig,Eternity / Adam Qadmon,5
Polaris / Lorna Dane,Eternity / Adam Qadmon,5
Havok / Alex Summers,Eternity / Adam Qadmon,6
Moondragon / Heather D,Eternity / Adam Qadmon,9
Black Widow / Natasha,Eternity / Adam Qadmon,7
Warlock Ii / Adam Warl,Eternity / Adam Qadmon,12
Dr. Druid / Anthony Lu,Eternity / Adam Qadmon,7
Pip / Prince Gofern,Eternity / Adam Qadmon,8
Gamora,Eternity / Adam Qadmon,8
Thing / Benjamin J. Gr,Eternity / Adam Qadmon,12
Invisible Woman / Sue,Eternity / Adam Qadmon,11
Beast / Henry &hank& P,Eternity / Adam Qadmon,6
Cyclops / Scott Summer,Eternity / Adam Qadmon,9
Mr. Fantastic / Reed R,Thor / Dr. Donald Blak,129
Mr. Fantastic / Reed R,"Richards, Franklin B",228
Mr. Fantastic / Reed R,Magneto / Magnus / Eric,22
Mr. Fantastic / Reed R,Human Torch / Johnny S,713
Mr. Fantastic / Reed R,Beta Ray Bill,6
Mr. Fantastic / Reed R,Beast / Henry &hank& P,60
Mr. Fantastic / Reed R,Black Bolt / Blackanto,50
Mr. Fantastic / Reed R,Forge,9
Mr. Fantastic / Reed R,Hellcat / Patsy Walker,13
Mr. Fantastic / Reed R,Wong,8
Mr. Fantastic / Reed R,Hela [asgardian],5
Mr. Fantastic / Reed R,Ms. Marvel Ii / Sharon,47
Mr. Fantastic / Reed R,Moon Knight / Marc Spe,10
Mr. Fantastic / Reed R,Darkstar / Laynia Serg,6
Mr. Fantastic / Reed R,Gargoyle Ii / Isaac Ch,8
Mr. Fantastic / Reed R,Puppet Master / Philli,24
Mr. Fantastic / Reed R,Cyclops / Scott Summer,58
Mr. Fantastic / Reed R,Nova Ii / Frankie Raye,30
Mr. Fantastic / Reed R,Ghost Rider Iii / Dan,6
Mr. Fantastic / Reed R,Colossus Ii / Peter Ra,37
Mr. Fantastic / Reed R,Lizard / Dr. Curtis Co,12
Mr. Fantastic / Reed R,Nightcrawler / Kurt Wa,29
Mr. Fantastic / Reed R,"Watson, Anna",6
Mr. Fantastic / Reed R,Captain Marvel / Capta,10
Mr. Fantastic / Reed R,Jack Of Hearts / Jack,5
Mr. Fantastic / Reed R,Human Torch Android / ,5
Mr. Fantastic / Reed R,Gee / Alex Power,17
Mr. Fantastic / Reed R,Moondragon / Heather D,13
Mr. Fantastic / Reed R,Lilandra Neramani [s,9
Mr. Fantastic / Reed R,Guardian / James Macdo,9
Mr. Fantastic / Reed R,Enchantress / Amora / He,13
Mr. Fantastic / Reed R,Wrecker Iii / Dirk Gar,13
Mr. Fantastic / Reed R,Lockheed,5
Mr. Fantastic / Reed R,X-man / Nathan Grey,5
Mr. Fantastic / Reed R,"De La Fontaine, Cont",5
Mr. Fantastic / Reed R,"Knight, Misty",9
Mr. Fantastic / Reed R,Absorbing Man / Carl C,14
Mr. Fantastic / Reed R,Professor X / Charles,52
Mr. Fantastic / Reed R,Boomer / Tabitha Smith,5
Mr. Fantastic / Reed R,Phoenix Iii / Rachel S,6
Mr. Fantastic / Reed R,"Gyrich, Henry Peter",5
Mr. Fantastic / Reed R,Klaw / Ulysses Klaw,22
Mr. Fantastic / Reed R,Swordsman / Jacques Du,6
Mr. Fantastic / Reed R,Karnak [inhuman],48
Mr. Fantastic / Reed R,Captain Marvel Ii / Mo,39
Mr. Fantastic / Reed R,Warlock Iii,6
Mr. Fantastic / Reed R,Sunspot / Roberto Daco,7
Mr. Fantastic / Reed R,"Jones, Richard Milho",24
Mr. Fantastic / Reed R,Wizard / Bentley Wittm,34
Mr. Fantastic / Reed R,Cannonball Ii / Sam Gu,12
Mr. Fantastic / Reed R,Apocalypse / En Sabah,6
Mr. Fantastic / Reed R,Iceman / Robert Bobby,37
Mr. Fantastic / Reed R,Bishop  / ,8
Mr. Fantastic / Reed R,"Jameson, J. Jonah",29
Mr. Fantastic / Reed R,Titania Ii / Mary Skee,18
Mr. Fantastic / Reed R,Invisible Woman / Sue,701
Mr. Fantastic / Reed R,Dr. Doom / Victor Von,115
Mr. Fantastic / Reed R,Ant-man Ii / Scott Har,14
Mr. Fantastic / Reed R,"Norriss, Sister Barb",9
Mr. Fantastic / Reed R,"Harkness, Agatha",42
Mr. Fantastic / Reed R,Beetle / Abner Ronald,9
Mr. Fantastic / Reed R,Jocasta,5
Mr. Fantastic / Reed R,Shadowcat / Katherine,15
Mr. Fantastic / Reed R,Hercules [greek God],29
Mr. Fantastic / Reed R,Stingray / Dr. Walter,6
Mr. Fantastic / Reed R,Falcon / Sam Wilson,16
Mr. Fantastic / Reed R,Luna / Luna Maximoff [,9
Mr. Fantastic / Reed R,"Masters, Alicia Reis",143
Mr. Fantastic / Reed R,"Parker, May",15
Mr. Fantastic / Reed R,"Thompson, Eugene Fla",8
Mr. Fantastic / Reed R,Molecule Man / Owen Re,20
Mr. Fantastic / Reed R,"Jarvis, Edwin",44
Mr. Fantastic / Reed R,Beyonder,13
Ka-zar / Kevin Plunder,Mr. Fantastic / Reed R,6
Wolfsbane / Rahne Sinc,Mr. Fantastic / Reed R,6
Gambit / Remy Lebeau,Mr. Fantastic / Reed R,12
Forgotten One / Gilgam,Mr. Fantastic / Reed R,11
Mam'selle Hepzibah,Mr. Fantastic / Reed R,5
Mantis / ? Brandt,Mr. Fantastic / Reed R,6
Ch'od,Mr. Fantastic / Reed R,5
Corsair,Mr. Fantastic / Reed R,5
Raza Longknife,Mr. Fantastic / Reed R,5
Fixer Ii / Paul Norber,Mr. Fantastic / Reed R,7
Longshot,Mr. Fantastic / Reed R,5
Dazzler Ii / Allison B,Mr. Fantastic / Reed R,12
Daredevil / Matt Murdo,Mr. Fantastic / Reed R,52
Firebird / Bonita Juar,Mr. Fantastic / Reed R,8
"Nelson, Franklin Fog",Mr. Fantastic / Reed R,8
Lockjaw [inhuman],Mr. Fantastic / Reed R,40
Gorgon [inhuman],Mr. Fantastic / Reed R,51
Machine Man / X-51,Mr. Fantastic / Reed R,8
Binary / Carol Danvers,Mr. Fantastic / Reed R,10
Power Man / Erik Joste,Mr. Fantastic / Reed R,6
Bulldozer / Henry Camp,Mr. Fantastic / Reed R,11
Dr. Druid / Anthony Lu,Mr. Fantastic / Reed R,9
Quasar Iii / Wendell V,Mr. Fantastic / Reed R,23
Medusa / Medusalith Am,Mr. Fantastic / Reed R,86
Vanguard / Nicolai Kry,Mr. Fantastic / Reed R,5
"Dugan, Timothy Aloyi",Mr. Fantastic / Reed R,14
"Page, Karen",Mr. Fantastic / Reed R,6
Odin [asgardian],Mr. Fantastic / Reed R,11
Gladiator Ii,Mr. Fantastic / Reed R,9
Dr. Octopus / Otto Oct,Mr. Fantastic / Reed R,18
Sasquatch / Walter Lan,Mr. Fantastic / Reed R,17
Mephisto,Mr. Fantastic / Reed R,13
"Banner, Betty Ross T",Mr. Fantastic / Reed R,15
Piledriver Ii / Brian,Mr. Fantastic / Reed R,12
Hellstorm / Daimon Hel,Mr. Fantastic / Reed R,5
Dagger / Tandy Bowen,Mr. Fantastic / Reed R,6
Loki [asgardian],Mr. Fantastic / Reed R,9
Leader / Sam Sterns,Mr. Fantastic / Reed R,8
"Ross, Gen. Thaddeus",Mr. Fantastic / Reed R,22
"Robertson, Joe",Mr. Fantastic / Reed R,12
Firelord / Pyreus Kril,Mr. Fantastic / Reed R,8
Maximus [inhuman],Mr. Fantastic / Reed R,21
Snowbird / Narya / Anne,Mr. Fantastic / Reed R,6
"Cage, Luke / Carl Luca",Mr. Fantastic / Reed R,21
"Watson-parker, Mary",Mr. Fantastic / Reed R,17
Sersi / Sylvia,Mr. Fantastic / Reed R,12
"Summers, Nathan Chri",Mr. Fantastic / Reed R,7
Banshee / Sean Cassidy,Mr. Fantastic / Reed R,9
Triathlon / Delroy Gar,Mr. Fantastic / Reed R,6
Sunfire / Shiro Yoshid,Mr. Fantastic / Reed R,5
Green Goblin / Norman,Mr. Fantastic / Reed R,7
Shaman / Michael Twoyo,Mr. Fantastic / Reed R,12
Polaris / Lorna Dane,Mr. Fantastic / Reed R,5
Spider-woman Ii / Juli,Mr. Fantastic / Reed R,10
Aurora / Jeanne-marie,Mr. Fantastic / Reed R,9
Northstar / Jean-paul,Mr. Fantastic / Reed R,9
Ant-man / Dr. Henry J.,Mr. Fantastic / Reed R,72
Moonstone Ii / Karla S,Mr. Fantastic / Reed R,9
Lyja Lazerfist [skru,Mr. Fantastic / Reed R,61
Dr. Strange / Stephen,Mr. Fantastic / Reed R,48
Volcana / Marsha Rosen,Mr. Fantastic / Reed R,12
Doc Samson / Dr. Leona,Mr. Fantastic / Reed R,14
High Evolutionary / He,Mr. Fantastic / Reed R,5
Pharaoh Rama-tut,Mr. Fantastic / Reed R,16
"Hudson, Heather",Mr. Fantastic / Reed R,6
Magus,Mr. Fantastic / Reed R,5
Black Widow / Natasha,Mr. Fantastic / Reed R,30
"Fury, Col. Nicholas",Mr. Fantastic / Reed R,40
Thanos,Mr. Fantastic / Reed R,5
Ghost Rider Ii / Johnn,Mr. Fantastic / Reed R,6
Iron Fist / Daniel Ran,Mr. Fantastic / Reed R,12
Thing / Benjamin J. Gr,Mr. Fantastic / Reed R,708
"Urich, Ben",Mr. Fantastic / Reed R,8
Nighthawk Ii / Kyle Ri,Mr. Fantastic / Reed R,5
Triton,Mr. Fantastic / Reed R,45
Crystal [inhuman],Mr. Fantastic / Reed R,105
Screaming Mimi / Melis,Mr. Fantastic / Reed R,8
Mole Man / Harvey Rupe,Mr. Fantastic / Reed R,25
Ultron,Mr. Fantastic / Reed R,15
Usagent / Captain John,Mr. Fantastic / Reed R,7
Living Lightning / Mig,Mr. Fantastic / Reed R,5
Black Knight V / Dane,Mr. Fantastic / Reed R,21
Starfox / Eros,Mr. Fantastic / Reed R,17
"Mactaggert, Moira Ki",Mr. Fantastic / Reed R,5
Havok / Alex Summers,Mr. Fantastic / Reed R,13
Warlock Ii / Adam Warl,Mr. Fantastic / Reed R,7
Drax / Arthur Douglas,Mr. Fantastic / Reed R,5
Sandman / William Bake,Mr. Fantastic / Reed R,32
"Leeds, Betty Brant",Mr. Fantastic / Reed R,10
"Osborn, Liz Allan",Mr. Fantastic / Reed R,5
Angel / Warren Kenneth,Mr. Fantastic / Reed R,39
Jubilee / Jubilation L,Mr. Fantastic / Reed R,6
Angel / Warren Kenneth,Ant-man / Dr. Henry J.,25
Angel / Warren Kenneth,"Jones, Richard Milho",7
Angel / Warren Kenneth,Boomer / Tabitha Smith,39
Angel / Warren Kenneth,Quasar Iii / Wendell V,14
Angel / Warren Kenneth,Caliban / ,26
Angel / Warren Kenneth,"Cortez, Fabian",6
Angel / Warren Kenneth,Captain Britain / Bria,9
Angel / Warren Kenneth,Lilandra Neramani [s,9
Angel / Warren Kenneth,"Masters, Alicia Reis",6
Angel / Warren Kenneth,"Gyrich, Henry Peter",5
Angel / Warren Kenneth,Mirage Ii / Danielle M,5
Angel / Warren Kenneth,Havok / Alex Summers,72
Angel / Warren Kenneth,Magneto / Magnus / Eric,35
Angel / Warren Kenneth,Darkstar / Laynia Serg,18
Angel / Warren Kenneth,Thunderbird Ii / James,12
Angel / Warren Kenneth,Stryfe,10
Angel / Warren Kenneth,"Mactaggert, Moira Ki",33
Angel / Warren Kenneth,Black Knight V / Dane,12
Angel / Warren Kenneth,Nightcrawler / Kurt Wa,59
Angel / Warren Kenneth,"Hunter, Stevie",9
Angel / Warren Kenneth,Lockheed,5
Angel / Warren Kenneth,Iceman / Robert Bobby,335
Angel / Warren Kenneth,Deathbird [shi'ar],7
Angel / Warren Kenneth,"Tilby, Trish / Patrici",31
Angel / Warren Kenneth,Longshot,5
Angel / Warren Kenneth,"Summers, Madelyne Ma",8
Angel / Warren Kenneth,Usagent / Captain John,6
Angel / Warren Kenneth,Jubilee / Jubilation L,32
Angel / Warren Kenneth,Sabretooth / Victor Cr,11
Angel / Warren Kenneth,Black King / Sebastian,11
Angel / Warren Kenneth,Nova Ii / Frankie Raye,9
Angel / Warren Kenneth,"Hudson, Heather",16
Angel / Warren Kenneth,Gambit / Remy Lebeau,68
Angel / Warren Kenneth,Gamora,11
Angel / Warren Kenneth,Moondragon / Heather D,42
Angel / Warren Kenneth,Gargoyle Ii / Isaac Ch,32
Angel / Warren Kenneth,Toad / Mortimer Toynbe,16
Angel / Warren Kenneth,Thanos,14
Angel / Warren Kenneth,White Queen / Emma Fro,10
Angel / Warren Kenneth,Hercules [greek God],49
Angel / Warren Kenneth,Spiral,6
Angel / Warren Kenneth,"Jarvis, Edwin",11
Angel / Warren Kenneth,Bishop  / ,49
Angel / Warren Kenneth,Puppet Master / Philli,5
Angel / Warren Kenneth,Moon Knight / Marc Spe,6
Angel / Warren Kenneth,Beast / Henry &hank& P,309
Angel / Warren Kenneth,"Norriss, Sister Barb",32
Professor X / Charles,Angel / Warren Kenneth,183
Siryn / Theresa Rourke,Angel / Warren Kenneth,19
Domino Iii / Beatrice / ,Angel / Warren Kenneth,6
"Summers, Nathan Chri",Angel / Warren Kenneth,65
Guardian / James Macdo,Angel / Warren Kenneth,7
Karnak [inhuman],Angel / Warren Kenneth,6
"Cage, Luke / Carl Luca",Angel / Warren Kenneth,9
Snowbird / Narya / Anne,Angel / Warren Kenneth,5
"Hodge, Cameron",Angel / Warren Kenneth,33
Warlock Iii,Angel / Warren Kenneth,6
Mad Dog / Colonel Buzz,Angel / Warren Kenneth,7
Ghost Rider Ii / Johnn,Angel / Warren Kenneth,28
Colossus Ii Doppelga,Angel / Warren Kenneth,6
Hellcat / Patsy Walker,Angel / Warren Kenneth,9
Falcon / Sam Wilson,Angel / Warren Kenneth,6
Doc Samson / Dr. Leona,Angel / Warren Kenneth,5
Sauron / Dr. Karl Lyko,Angel / Warren Kenneth,10
Colossus Ii / Peter Ra,Angel / Warren Kenneth,102
Cyclops / Scott Summer,Angel / Warren Kenneth,293
Ka-zar / Kevin Plunder,Angel / Warren Kenneth,12
Zabu,Angel / Warren Kenneth,7
"Richards, Franklin B",Angel / Warren Kenneth,9
Zero,Angel / Warren Kenneth,6
Cannonball Ii / Sam Gu,Angel / Warren Kenneth,43
Marrow / Sarah,Angel / Warren Kenneth,14
Juggernaut / Cain Mark,Angel / Warren Kenneth,13
Puck / Eugene Milton J,Angel / Warren Kenneth,8
Skids / Sally Blevins,Angel / Warren Kenneth,25
Apocalypse / En Sabah,Angel / Warren Kenneth,37
Sunfire / Shiro Yoshid,Angel / Warren Kenneth,12
Mr. Sinister / Nathan,Angel / Warren Kenneth,12
Leech,Angel / Warren Kenneth,18
Firefist / Rusty Colli,Angel / Warren Kenneth,28
X-man / Nathan Grey,Angel / Warren Kenneth,8
Banshee / Sean Cassidy,Angel / Warren Kenneth,37
Daredevil / Matt Murdo,Angel / Warren Kenneth,24
Forge,Angel / Warren Kenneth,35
Callisto,Angel / Warren Kenneth,7
Rictor / Julio Esteban,Angel / Warren Kenneth,30
Sunspot / Roberto Daco,Angel / Warren Kenneth,22
Feral / Maria Callasan,Angel / Warren Kenneth,7
Shatterstar Ii / Gavee,Angel / Warren Kenneth,10
"Maddicks, Arthur Art",Angel / Warren Kenneth,26
Thor / Dr. Donald Blak,Angel / Warren Kenneth,29
"Harkness, Agatha",Angel / Warren Kenneth,7
Drax / Arthur Douglas,Angel / Warren Kenneth,13
Dr. Druid / Anthony Lu,Angel / Warren Kenneth,9
Pharaoh Rama-tut,Angel / Warren Kenneth,6
Strong Guy / Guido Car,Angel / Warren Kenneth,25
Iron Man Doppelgange,Angel / Warren Kenneth,5
Warlock Ii / Adam Warl,Angel / Warren Kenneth,11
Darkhawk / Chris Powel,Angel / Warren Kenneth,7
Sasquatch / Walter Lan,Angel / Warren Kenneth,19
Wild Child / Kyle Gibn,Angel / Warren Kenneth,7
Silhouette,Angel / Warren Kenneth,5
Mole Man / Harvey Rupe,Angel / Warren Kenneth,8
Spider-woman Ii / Juli,Angel / Warren Kenneth,6
Wolfsbane / Rahne Sinc,Angel / Warren Kenneth,24
Crystal [inhuman],Angel / Warren Kenneth,15
Dr. Doom / Victor Von,Angel / Warren Kenneth,8
Mr. Fantastic Doppel,Angel / Warren Kenneth,5
"Jones, Gabe",Angel / Warren Kenneth,5
Multiple Man / James A,Angel / Warren Kenneth,19
Legion Ii / David Hall,Angel / Warren Kenneth,8
"Cooper, Dr. Valerie",Angel / Warren Kenneth,14
Black Widow / Natasha,Angel / Warren Kenneth,41
"Fury, Col. Nicholas",Angel / Warren Kenneth,15
Dr. Strange / Stephen,Angel / Warren Kenneth,23
Spider-woman / Jessica,Angel / Warren Kenneth,5
Gorgon [inhuman],Angel / Warren Kenneth,6
Shadowcat / Katherine,Angel / Warren Kenneth,37
Iron Fist / Daniel Ran,Angel / Warren Kenneth,9
Medusa / Medusalith Am,Angel / Warren Kenneth,7
Black Bolt / Blackanto,Angel / Warren Kenneth,7
Aurora / Jeanne-marie,Angel / Warren Kenneth,8
Living Lightning / Mig,Angel / Warren Kenneth,11
Northstar / Jean-paul,Angel / Warren Kenneth,10
Polaris / Lorna Dane,Angel / Warren Kenneth,66
Thanos Doppelganger,Angel / Warren Kenneth,9
Magus,Angel / Warren Kenneth,13
Pip / Prince Gofern,Angel / Warren Kenneth,9
Shaman / Michael Twoyo,Angel / Warren Kenneth,13
"Jameson, J. Jonah",Angel / Warren Kenneth,9
Dazzler Ii / Allison B,Angel / Warren Kenneth,20
Human Torch / Johnny S,Angel / Warren Kenneth,48
Thing / Benjamin J. Gr,Angel / Warren Kenneth,48
Invisible Woman / Sue,Angel / Warren Kenneth,39
Death,Quasar Iii / Wendell V,7
Death,Black Widow / Natasha,5
Death,Firelord / Pyreus Kril,6
Death,Thor / Dr. Donald Blak,8
Death,"Richards, Franklin B",5
Death,Deadpool / Jack / Wade W,5
Death,Mephisto,6
Death,Dr. Doom / Victor Von,6
Death,Thing / Benjamin J. Gr,8
Death,Gamora,6
Death,Drax / Arthur Douglas,12
Death,Nova Ii / Frankie Raye,6
Ant-man / Dr. Henry J.,Death,6
Moondragon / Heather D,Death,6
Pip / Prince Gofern,Death,7
Thanos,Death,22
Collector / Taneleer T,Death,6
Captain Marvel / Capta,Death,5
Warlock Ii / Adam Warl,Death,10
Dr. Strange / Stephen,Death,10
Starfox / Eros,Death,8
Invisible Woman / Sue,Death,6
Cyclops / Scott Summer,Death,5
Jubilee / Jubilation L,Boomer / Tabitha Smith,14
Jubilee / Jubilation L,Deathbird [shi'ar],10
Jubilee / Jubilation L,Magneto / Magnus / Eric,9
Jubilee / Jubilation L,"Summers, Nathan Chri",20
Jubilee / Jubilation L,Banshee / Sean Cassidy,93
Jubilee / Jubilation L,"Tilby, Trish / Patrici",5
Jubilee / Jubilation L,"Hodge, Cameron",5
Jubilee / Jubilation L,Wolfsbane / Rahne Sinc,11
Jubilee / Jubilation L,Leech,18
Jubilee / Jubilation L,Sunfire / Shiro Yoshid,5
Jubilee / Jubilation L,Cannonball Ii / Sam Gu,25
Jubilee / Jubilation L,"Hunter, Stevie",5
Jubilee / Jubilation L,Skin / Angelo Espinosa,75
Jubilee / Jubilation L,Invisible Woman / Sue,5
Jubilee / Jubilation L,Thing / Benjamin J. Gr,7
Jubilee / Jubilation L,Thunderbird Ii / James,8
Jubilee / Jubilation L,Shatterstar Ii / Gavee,5
Jubilee / Jubilation L,Sabretooth / Victor Cr,20
Jubilee / Jubilation L,Havok / Alex Summers,16
Strong Guy / Guido Car,Jubilee / Jubilation L,9
White Queen / Emma Fro,Jubilee / Jubilation L,74
Siryn / Theresa Rourke,Jubilee / Jubilation L,10
"Maddicks, Arthur Art",Jubilee / Jubilation L,19
Iceman / Robert Bobby,Jubilee / Jubilation L,27
Apocalypse / En Sabah,Jubilee / Jubilation L,5
Dazzler Ii / Allison B,Jubilee / Jubilation L,10
Nightcrawler / Kurt Wa,Jubilee / Jubilation L,13
Husk / Paige Guthrie,Jubilee / Jubilation L,72
Mr. Sinister / Nathan,Jubilee / Jubilation L,7
Colossus Ii / Peter Ra,Jubilee / Jubilation L,29
Marrow / Sarah,Jubilee / Jubilation L,14
Shadowcat / Katherine,Jubilee / Jubilation L,15
X-man / Nathan Grey,Jubilee / Jubilation L,5
Bishop  / ,Jubilee / Jubilation L,23
Rictor / Julio Esteban,Jubilee / Jubilation L,10
Sunspot / Roberto Daco,Jubilee / Jubilation L,11
Multiple Man / James A,Jubilee / Jubilation L,9
"Fury, Col. Nicholas",Jubilee / Jubilation L,9
"Mactaggert, Moira Ki",Jubilee / Jubilation L,24
Polaris / Lorna Dane,Jubilee / Jubilation L,17
"Cooper, Dr. Valerie",Jubilee / Jubilation L,6
Legion Ii / David Hall,Jubilee / Jubilation L,6
Longshot,Jubilee / Jubilation L,8
Gambit / Remy Lebeau,Jubilee / Jubilation L,53
Forge,Jubilee / Jubilation L,33
Professor X / Charles,Jubilee / Jubilation L,42
Spiral,Jubilee / Jubilation L,5
Beast / Henry &hank& P,Jubilee / Jubilation L,46
Ghost Rider Iii / Dan,Jubilee / Jubilation L,5
Cyclops / Scott Summer,Jubilee / Jubilation L,51
Thing / Benjamin J. Gr,Gambit / Remy Lebeau,16
Thing / Benjamin J. Gr,Moonstone Ii / Karla S,5
Thing / Benjamin J. Gr,Gladiator Ii,9
Thing / Benjamin J. Gr,Raza Longknife,5
Thing / Benjamin J. Gr,"Page, Karen",5
Thing / Benjamin J. Gr,Silhouette,7
Thing / Benjamin J. Gr,Corsair,5
Thing / Benjamin J. Gr,Ch'od,5
Thing / Benjamin J. Gr,Mam'selle Hepzibah,5
Thing / Benjamin J. Gr,Human Torch Android / ,7
Thing / Benjamin J. Gr,"Mactaggert, Moira Ki",5
Thing / Benjamin J. Gr,Shadowcat / Katherine,16
Thing / Benjamin J. Gr,"Jones, Richard Milho",16
Thing / Benjamin J. Gr,Maximus [inhuman],23
Thing / Benjamin J. Gr,Drax / Arthur Douglas,15
Thing / Benjamin J. Gr,"Fury, Col. Nicholas",44
Thing / Benjamin J. Gr,Wrecker Iii / Dirk Gar,15
Thing / Benjamin J. Gr,Lizard / Dr. Curtis Co,12
Thing / Benjamin J. Gr,Dr. Octopus / Otto Oct,15
Thing / Benjamin J. Gr,Magneto / Magnus / Eric,23
Thing / Benjamin J. Gr,Spider-woman Ii / Juli,13
Thing / Benjamin J. Gr,Nightcrawler / Kurt Wa,30
Thing / Benjamin J. Gr,Gee / Alex Power,5
Thing / Benjamin J. Gr,"Osborn, Liz Allan",6
Thing / Benjamin J. Gr,"Jarvis, Edwin",34
Thing / Benjamin J. Gr,"Watson-parker, Mary",14
Thing / Benjamin J. Gr,Spider-woman / Jessica,8
Thing / Benjamin J. Gr,Jack Of Hearts / Jack,8
Thing / Benjamin J. Gr,Aurora / Jeanne-marie,11
Thing / Benjamin J. Gr,"Banner, Betty Ross T",8
Thing / Benjamin J. Gr,Attuma,7
Thing / Benjamin J. Gr,Enchantress / Amora / He,14
Thing / Benjamin J. Gr,Lockheed,5
Thing / Benjamin J. Gr,Wong,8
Thing / Benjamin J. Gr,Falcon / Sam Wilson,11
Thing / Benjamin J. Gr,Havok / Alex Summers,26
Thing / Benjamin J. Gr,Polaris / Lorna Dane,14
Thing / Benjamin J. Gr,Darkhawk / Chris Powel,13
Thing / Benjamin J. Gr,Colossus Ii / Peter Ra,53
Thing / Benjamin J. Gr,Lilandra Neramani [s,9
Thing / Benjamin J. Gr,Klaw / Ulysses Klaw,25
Thing / Benjamin J. Gr,"Knight, Misty",5
Thing / Benjamin J. Gr,Cyclops / Scott Summer,71
Thing / Benjamin J. Gr,Phoenix Iii / Rachel S,5
Thing / Benjamin J. Gr,Magus,15
Thing / Benjamin J. Gr,Pharaoh Rama-tut,21
Thing / Benjamin J. Gr,Multiple Man / James A,8
Thing / Benjamin J. Gr,Iceman / Robert Bobby,47
Thing / Benjamin J. Gr,Screaming Mimi / Melis,9
Thing / Benjamin J. Gr,Citizen V Ii / Helmut,5
Thing / Benjamin J. Gr,Fixer Ii / Paul Norber,5
Thing / Benjamin J. Gr,High Evolutionary / He,7
Thing / Benjamin J. Gr,Wizard / Bentley Wittm,37
Thing / Benjamin J. Gr,Gorgon [inhuman],56
Thing / Benjamin J. Gr,Ant-man Ii / Scott Har,49
Thing / Benjamin J. Gr,Lyja Lazerfist [skru,81
Thing / Benjamin J. Gr,Absorbing Man / Carl C,16
Thing / Benjamin J. Gr,Titania Ii / Mary Skee,18
Thing / Benjamin J. Gr,Crystal [inhuman],121
Thing / Benjamin J. Gr,Colossus Ii Doppelga,5
Thing / Benjamin J. Gr,"Harkness, Agatha",53
Thing / Benjamin J. Gr,Dr. Doom / Victor Von,119
Thing / Benjamin J. Gr,Karnak [inhuman],52
Thing / Benjamin J. Gr,Demolition Man / Denni,7
Thing / Benjamin J. Gr,Black Knight V / Dane,21
Thing / Benjamin J. Gr,Nighthawk Ii / Kyle Ri,7
Thing / Benjamin J. Gr,Thanos,19
Thing / Benjamin J. Gr,Human Torch / Johnny S,744
Thing / Benjamin J. Gr,Beetle / Abner Ronald,8
Thing / Benjamin J. Gr,Firebird / Bonita Juar,15
Thing / Benjamin J. Gr,Sandman / William Bake,33
Thing / Benjamin J. Gr,Binary / Carol Danvers,14
Thing / Benjamin J. Gr,"Le Fey, Morgan",5
Thing / Benjamin J. Gr,Stingray / Dr. Walter,10
Thing / Benjamin J. Gr,Rage / Elvin Daryl Hal,7
Thing / Benjamin J. Gr,Luna / Luna Maximoff [,9
Thing / Benjamin J. Gr,Dazzler Ii / Allison B,13
Thing / Benjamin J. Gr,Invisible Woman / Sue,668
Thing / Benjamin J. Gr,Thanos Doppelganger,10
Thing / Benjamin J. Gr,Warlock Ii / Adam Warl,19
Thing / Benjamin J. Gr,Sasquatch / Walter Lan,30
Thing / Benjamin J. Gr,Gamora,14
Thing / Benjamin J. Gr,"Hudson, Heather",17
Thing / Benjamin J. Gr,Ant-man / Dr. Henry J.,73
Thing / Benjamin J. Gr,Ms. Marvel Ii / Sharon,79
Thing / Benjamin J. Gr,"Jones, Gabe",9
Thing / Benjamin J. Gr,"Dugan, Timothy Aloyi",23
Thing / Benjamin J. Gr,Starfox / Eros,9
Thing / Benjamin J. Gr,Captain Marvel Ii / Mo,28
Thing / Benjamin J. Gr,"Watson, Anna",5
Thing / Benjamin J. Gr,"Jameson, J. Jonah",29
Thing / Benjamin J. Gr,"Thompson, Eugene Fla",8
Thing / Benjamin J. Gr,"Parker, May",17
Ghost Rider Ii / Johnn,Thing / Benjamin J. Gr,8
Bishop  / ,Thing / Benjamin J. Gr,8
Longshot,Thing / Benjamin J. Gr,6
"Robertson, Joe",Thing / Benjamin J. Gr,14
Odin [asgardian],Thing / Benjamin J. Gr,8
Puppet Master / Philli,Thing / Benjamin J. Gr,34
Professor X / Charles,Thing / Benjamin J. Gr,63
Darkstar / Laynia Serg,Thing / Benjamin J. Gr,5
Black Bolt / Blackanto,Thing / Benjamin J. Gr,57
Nova Ii / Frankie Raye,Thing / Benjamin J. Gr,29
Captain Britain / Bria,Thing / Benjamin J. Gr,5
Hercules [greek God],Thing / Benjamin J. Gr,36
Green Goblin / Norman,Thing / Benjamin J. Gr,5
Ghost Rider Iii / Dan,Thing / Benjamin J. Gr,5
Piledriver Ii / Brian,Thing / Benjamin J. Gr,12
Bulldozer / Henry Camp,Thing / Benjamin J. Gr,11
Mephisto,Thing / Benjamin J. Gr,14
"Nelson, Franklin Fog",Thing / Benjamin J. Gr,9
Dr. Druid / Anthony Lu,Thing / Benjamin J. Gr,19
"Summers, Nathan Chri",Thing / Benjamin J. Gr,5
Strong Guy / Guido Car,Thing / Benjamin J. Gr,16
Vanguard / Nicolai Kry,Thing / Benjamin J. Gr,7
