Source,Target,Type,Id,Label,timeset,Weight
DR. STRANGE/STEPHEN,"JONES, GABE",Undirected,731323,,,5
DR. STRANGE/STEPHEN,SIF,Undirected,726156,,,5
DR. STRANGE/STEPHEN,PHOENIX III/RACHEL S,Undirected,725004,,,8
DR. STRANGE/STEPHEN,NIGHTCRAWLER/KURT WA,Undirected,698144,,,11
DR. STRANGE/STEPHEN,"RICHARDS, FRANKLIN B",Undirected,693028,,,14
DR. STRANGE/STEPHEN,DAREDEVIL/MATT MURDO,Undirected,673876,,,37
DR. STRANGE/STEPHEN,USAGENT/CAPTAIN JOHN,Undirected,673834,,,9
DR. STRANGE/STEPHEN,"HARKNESS, AGATHA",Undirected,672839,,,7
DR. STRANGE/STEPHEN,HUMAN TORCH/JOHNNY S,Undirected,668641,,,50
DR. STRANGE/STEPHEN,SERSI/SYLVIA,Undirected,663289,,,12
DR. STRANGE/STEPHEN,CRYSTAL [INHUMAN],Undirected,663273,,,11
DR. STRANGE/STEPHEN,GAMBIT/REMY LEBEAU,Undirected,663269,,,7
DR. STRANGE/STEPHEN,NORTHSTAR/JEAN-PAUL,Undirected,663265,,,9
DR. STRANGE/STEPHEN,AURORA/JEANNE-MARIE,Undirected,663261,,,8
DR. STRANGE/STEPHEN,GAMORA,Undirected,663258,,,11
DR. STRANGE/STEPHEN,BLACK KNIGHT V/DANE,Undirected,663256,,,24
DR. STRANGE/STEPHEN,FORGE,Undirected,663235,,,5
DR. STRANGE/STEPHEN,PUCK/EUGENE MILTON J,Undirected,663229,,,7
DR. STRANGE/STEPHEN,POLARIS/LORNA DANE,Undirected,663227,,,6
DR. STRANGE/STEPHEN,PHARAOH RAMA-TUT,Undirected,663213,,,7
DR. STRANGE/STEPHEN,GHOST RIDER II/JOHNN,Undirected,644069,,,14
DR. STRANGE/STEPHEN,STRONG GUY/GUIDO CAR,Undirected,632074,,,8
DR. STRANGE/STEPHEN,MAGUS,Undirected,632072,,,9
DR. STRANGE/STEPHEN,DARKHAWK/CHRIS POWEL,Undirected,632064,,,5
DR. STRANGE/STEPHEN,HAVOK/ALEX SUMMERS,Undirected,632061,,,9
DR. STRANGE/STEPHEN,NOVA II/FRANKIE RAYE,Undirected,632057,,,19
DR. STRANGE/STEPHEN,"HUDSON, HEATHER",Undirected,632051,,,12
DR. STRANGE/STEPHEN,LIVING LIGHTNING/MIG,Undirected,632049,,,9
DR. STRANGE/STEPHEN,LYJA LAZERFIST [SKRU,Undirected,632041,,,7
DR. STRANGE/STEPHEN,THANOS DOPPELGANGER,Undirected,632033,,,6
DR. STRANGE/STEPHEN,SASQUATCH/WALTER LAN,Undirected,632029,,,16
DR. STRANGE/STEPHEN,THANOS,Undirected,632028,,,18
DR. STRANGE/STEPHEN,CLEA,Undirected,629539,,,178
DR. STRANGE/STEPHEN,BLACK WIDOW/NATASHA,Undirected,620647,,,19
DR. STRANGE/STEPHEN,KARNAK [INHUMAN],Undirected,620628,,,6
DR. STRANGE/STEPHEN,HERCULES [GREEK GOD],Undirected,620618,,,19
DR. STRANGE/STEPHEN,COLOSSUS II/PETER RA,Undirected,616144,,,19
DR. STRANGE/STEPHEN,"DUGAN, TIMOTHY ALOYI",Undirected,616136,,,9
DR. STRANGE/STEPHEN,"MASTERS, ALICIA REIS",Undirected,614756,,,8
DR. STRANGE/STEPHEN,ATTUMA,Undirected,614748,,,6
DR. STRANGE/STEPHEN,"AUSTIN, SUSAN",Undirected,613887,,,5
DR. STRANGE/STEPHEN,MOON KNIGHT/MARC SPE,Undirected,600967,,,13
DR. STRANGE/STEPHEN,"ROSS, GEN. THADDEUS",Undirected,590231,,,9
DR. STRANGE/STEPHEN,"BANNER, BETTY ROSS T",Undirected,590160,,,10
DR. STRANGE/STEPHEN,"JARVIS, EDWIN",Undirected,590159,,,15
DR. STRANGE/STEPHEN,ICEMAN/ROBERT BOBBY,Undirected,583013,,,19
DR. STRANGE/STEPHEN,JACK OF HEARTS/JACK,Undirected,581292,,,5
DR. STRANGE/STEPHEN,HYPERION,Undirected,581289,,,9
DR. STRANGE/STEPHEN,MOONDRAGON/HEATHER D,Undirected,581283,,,22
DR. STRANGE/STEPHEN,WHIZZER II/STANLEY S,Undirected,581275,,,6
DR. STRANGE/STEPHEN,DRAX/ARTHUR DOUGLAS,Undirected,578906,,,17
DR. STRANGE/STEPHEN,DR. DOOM/VICTOR VON,Undirected,578847,,,20
WILD CHILD/KYLE GIBN,DR. STRANGE/STEPHEN,Undirected,1131699,,,5
NIGHTHAWK II/KYLE RI,DR. STRANGE/STEPHEN,Undirected,1069899,,,89
CANNONBALL II/SAM GU,DR. STRANGE/STEPHEN,Undirected,1009281,,,7
"JONES, RICHARD MILHO",DR. STRANGE/STEPHEN,Undirected,971719,,,13
DOC SAMSON/DR. LEONA,DR. STRANGE/STEPHEN,Undirected,970370,,,10
TRITON,DR. STRANGE/STEPHEN,Undirected,968185,,,6
GORGON [INHUMAN],DR. STRANGE/STEPHEN,Undirected,966460,,,7
CAPTAIN BRITAIN/BRIA,DR. STRANGE/STEPHEN,Undirected,937204,,,6
LEADER/SAM STERNS,DR. STRANGE/STEPHEN,Undirected,934892,,,5
SPIDER-WOMAN/JESSICA,DR. STRANGE/STEPHEN,Undirected,928178,,,6
SHAMAN/MICHAEL TWOYO,DR. STRANGE/STEPHEN,Undirected,905170,,,20
"CAGE, LUKE/CARL LUCA",DR. STRANGE/STEPHEN,Undirected,894294,,,22
SNOWBIRD/NARYA/ANNE,DR. STRANGE/STEPHEN,Undirected,869552,,,5
"O'BRIEN, MICHAEL",DR. STRANGE/STEPHEN,Undirected,867277,,,5
VANGUARD/NICOLAI KRY,DR. STRANGE/STEPHEN,Undirected,867173,,,5
"ROBERTSON, JOE",DR. STRANGE/STEPHEN,Undirected,851912,,,5
MEPHISTO,DR. STRANGE/STEPHEN,Undirected,824493,,,19
KA-ZAR/KEVIN PLUNDER,DR. STRANGE/STEPHEN,Undirected,810849,,,5
WARLOCK II/ADAM WARL,DR. STRANGE/STEPHEN,Undirected,799986,,,21
WONG,DR. STRANGE/STEPHEN,Undirected,736036,,,208
"WATSON-PARKER, MARY",DR. STRANGE/STEPHEN,Undirected,655189,,,7
DR. SPECTRUM/JOSEPH,DR. STRANGE/STEPHEN,Undirected,644690,,,7
ODIN [ASGARDIAN],DR. STRANGE/STEPHEN,Undirected,624796,,,10
IRON FIST/DANIEL RAN,DR. STRANGE/STEPHEN,Undirected,620237,,,7
MEDUSA/MEDUSALITH AM,DR. STRANGE/STEPHEN,Undirected,620027,,,6
BLACK BOLT/BLACKANTO,DR. STRANGE/STEPHEN,Undirected,619742,,,7
GARGOYLE II/ISAAC CH,DR. STRANGE/STEPHEN,Undirected,617320,,,33
WOLFSBANE/RAHNE SINC,DR. STRANGE/STEPHEN,Undirected,595958,,,8
WARLOCK III,DR. STRANGE/STEPHEN,Undirected,595889,,,6
STARFOX/EROS,DR. STRANGE/STEPHEN,Undirected,595749,,,15
HELLSTORM/DAIMON HEL,DR. STRANGE/STEPHEN,Undirected,590637,,,32
"JAMESON, J. JONAH",DR. STRANGE/STEPHEN,Undirected,582703,,,11
DR. DRUID/ANTHONY LU,DR. STRANGE/STEPHEN,Undirected,578893,,,17
FIRELORD/PYREUS KRIL,DR. STRANGE/STEPHEN,Undirected,578886,,,10
PIP/PRINCE GOFERN,DR. STRANGE/STEPHEN,Undirected,578764,,,16
HELLCAT/PATSY WALKER,MAD DOG/COLONEL BUZZ,Undirected,972308,,,12
HELLCAT/PATSY WALKER,PROFESSOR X/CHARLES,Undirected,871931,,,7
HELLCAT/PATSY WALKER,HAVOK/ALEX SUMMERS,Undirected,839293,,,5
HELLCAT/PATSY WALKER,JACK OF HEARTS/JACK,Undirected,838672,,,6
HELLCAT/PATSY WALKER,WHIZZER II/STANLEY S,Undirected,834576,,,6
HELLCAT/PATSY WALKER,BLACK WIDOW/NATASHA,Undirected,793713,,,7
HELLCAT/PATSY WALKER,ODIN [ASGARDIAN],Undirected,779176,,,5
HELLCAT/PATSY WALKER,HERCULES [GREEK GOD],Undirected,621269,,,8
HELLCAT/PATSY WALKER,HYPERION,Undirected,616360,,,7
ANT-MAN/DR. HENRY J.,HELLCAT/PATSY WALKER,Undirected,1036715,,,19
FIREBIRD/BONITA JUAR,HELLCAT/PATSY WALKER,Undirected,969433,,,5
HUMAN TORCH/JOHNNY S,HELLCAT/PATSY WALKER,Undirected,968897,,,11
ICEMAN/ROBERT BOBBY,HELLCAT/PATSY WALKER,Undirected,966755,,,7
HELLSTORM/DAIMON HEL,HELLCAT/PATSY WALKER,Undirected,896225,,,39
DAREDEVIL/MATT MURDO,HELLCAT/PATSY WALKER,Undirected,896082,,,17
MOONDRAGON/HEATHER D,HELLCAT/PATSY WALKER,Undirected,869718,,,23
STINGRAY/DR. WALTER,HELLCAT/PATSY WALKER,Undirected,839657,,,5
QUASAR III/WENDELL V,HELLCAT/PATSY WALKER,Undirected,839235,,,7
BEETLE/ABNER RONALD,HELLCAT/PATSY WALKER,Undirected,839160,,,5
HELA [ASGARDIAN],HELLCAT/PATSY WALKER,Undirected,838280,,,5
DR. SPECTRUM/JOSEPH,HELLCAT/PATSY WALKER,Undirected,834553,,,6
MOON KNIGHT/MARC SPE,HELLCAT/PATSY WALKER,Undirected,820091,,,6
CLEA,HELLCAT/PATSY WALKER,Undirected,820080,,,27
"CAGE, LUKE/CARL LUCA",HELLCAT/PATSY WALKER,Undirected,819747,,,8
FALCON/SAM WILSON,HELLCAT/PATSY WALKER,Undirected,783872,,,8
"JARVIS, EDWIN",HELLCAT/PATSY WALKER,Undirected,783724,,,11
"NORRISS, SISTER BARB",HELLCAT/PATSY WALKER,Undirected,751156,,,78
NIGHTHAWK II/KYLE RI,HELLCAT/PATSY WALKER,Undirected,650664,,,66
MEPHISTO,HELLCAT/PATSY WALKER,Undirected,644336,,,7
WONG,HELLCAT/PATSY WALKER,Undirected,644021,,,16
COLOSSUS II/PETER RA,HELLCAT/PATSY WALKER,Undirected,621238,,,5
CAPTAIN MARVEL/CAPTA,HELLCAT/PATSY WALKER,Undirected,620315,,,5
IRON FIST/DANIEL RAN,HELLCAT/PATSY WALKER,Undirected,620216,,,8
GARGOYLE II/ISAAC CH,HELLCAT/PATSY WALKER,Undirected,617434,,,32
DOC SAMSON/DR. LEONA,HELLCAT/PATSY WALKER,Undirected,614311,,,6
NIGHTHAWK II/KYLE RI,WONG,Undirected,819946,,,28
NIGHTHAWK II/KYLE RI,DAREDEVIL/MATT MURDO,Undirected,620856,,,16
NIGHTHAWK II/KYLE RI,CAPTAIN MARVEL/CAPTA,Undirected,608169,,,5
NIGHTHAWK II/KYLE RI,"NORRISS, SISTER BARB",Undirected,590439,,,103
NIGHTHAWK II/KYLE RI,ANT-MAN/DR. HENRY J.,Undirected,588512,,,14
HERCULES [GREEK GOD],NIGHTHAWK II/KYLE RI,Undirected,839506,,,5
"CAGE, LUKE/CARL LUCA",NIGHTHAWK II/KYLE RI,Undirected,819937,,,16
MOON KNIGHT/MARC SPE,NIGHTHAWK II/KYLE RI,Undirected,819825,,,5
MEPHISTO,NIGHTHAWK II/KYLE RI,Undirected,720991,,,6
GARGOYLE II/ISAAC CH,NIGHTHAWK II/KYLE RI,Undirected,644356,,,17
CLEA,NIGHTHAWK II/KYLE RI,Undirected,644121,,,36
HELLSTORM/DAIMON HEL,NIGHTHAWK II/KYLE RI,Undirected,643987,,,21
IRON FIST/DANIEL RAN,NIGHTHAWK II/KYLE RI,Undirected,620231,,,5
"NORRISS, SISTER BARB",COLOSSUS II/PETER RA,Undirected,969506,,,6
"NORRISS, SISTER BARB",QUASAR III/WENDELL V,Undirected,969504,,,5
"NORRISS, SISTER BARB",MAD DOG/COLONEL BUZZ,Undirected,926217,,,7
"NORRISS, SISTER BARB",HAVOK/ALEX SUMMERS,Undirected,839038,,,5
"NORRISS, SISTER BARB","ROSS, GEN. THADDEUS",Undirected,824628,,,7
"NORRISS, SISTER BARB",HELA [ASGARDIAN],Undirected,800206,,,5
"NORRISS, SISTER BARB",BLACK KNIGHT V/DANE,Undirected,773164,,,8
"NORRISS, SISTER BARB",HUMAN TORCH/JOHNNY S,Undirected,758670,,,10
"NORRISS, SISTER BARB",ODIN [ASGARDIAN],Undirected,739850,,,9
"NORRISS, SISTER BARB",MEPHISTO,Undirected,739840,,,5
"NORRISS, SISTER BARB",ICEMAN/ROBERT BOBBY,Undirected,634258,,,33
"NORRISS, SISTER BARB",DOC SAMSON/DR. LEONA,Undirected,590258,,,5
GHOST RIDER II/JOHNN,"NORRISS, SISTER BARB",Undirected,1106811,,,6
ANT-MAN/DR. HENRY J.,"NORRISS, SISTER BARB",Undirected,1069882,,,11
"BANNER, BETTY ROSS T","NORRISS, SISTER BARB",Undirected,969170,,,6
WONG,"NORRISS, SISTER BARB",Undirected,926569,,,38
GARGOYLE II/ISAAC CH,"NORRISS, SISTER BARB",Undirected,925964,,,60
JACK OF HEARTS/JACK,"NORRISS, SISTER BARB",Undirected,872018,,,6
FALCON/SAM WILSON,"NORRISS, SISTER BARB",Undirected,838647,,,6
"FURY, COL. NICHOLAS","NORRISS, SISTER BARB",Undirected,819842,,,9
MOON KNIGHT/MARC SPE,"NORRISS, SISTER BARB",Undirected,819824,,,6
SWORDSMAN/JACQUES DU,"NORRISS, SISTER BARB",Undirected,773490,,,7
MANTIS/? BRANDT,"NORRISS, SISTER BARB",Undirected,773475,,,7
HELLSTORM/DAIMON HEL,"NORRISS, SISTER BARB",Undirected,643973,,,34
HERCULES [GREEK GOD],"NORRISS, SISTER BARB",Undirected,621437,,,7
DAREDEVIL/MATT MURDO,"NORRISS, SISTER BARB",Undirected,621353,,,16
NIGHTCRAWLER/KURT WA,"NORRISS, SISTER BARB",Undirected,621283,,,5
PROFESSOR X/CHARLES,"NORRISS, SISTER BARB",Undirected,620392,,,6
IRON FIST/DANIEL RAN,"NORRISS, SISTER BARB",Undirected,620198,,,8
"JONES, RICHARD MILHO","NORRISS, SISTER BARB",Undirected,619762,,,5
MEDUSA/MEDUSALITH AM,"NORRISS, SISTER BARB",Undirected,609546,,,5
CLEA,"NORRISS, SISTER BARB",Undirected,590801,,,44
"CAGE, LUKE/CARL LUCA","NORRISS, SISTER BARB",Undirected,590531,,,20
MOONDRAGON/HEATHER D,"NORRISS, SISTER BARB",Undirected,576229,,,33
"BANNER, BETTY ROSS T","GYRICH, HENRY PETER",Undirected,990511,,,10
"BANNER, BETTY ROSS T","DUGAN, TIMOTHY ALOYI",Undirected,925237,,,6
"BANNER, BETTY ROSS T","ROSS, GEN. THADDEUS",Undirected,826755,,,148
"BANNER, BETTY ROSS T",CAPTAIN MARVEL II/MO,Undirected,712111,,,5
"BANNER, BETTY ROSS T",ANT-MAN/DR. HENRY J.,Undirected,683827,,,8
"BANNER, BETTY ROSS T",HERCULES [GREEK GOD],Undirected,683818,,,8
"BANNER, BETTY ROSS T",DOC SAMSON/DR. LEONA,Undirected,648807,,,71
"BANNER, BETTY ROSS T",HUMAN TORCH/JOHNNY S,Undirected,636174,,,11
"BANNER, BETTY ROSS T",WONG,Undirected,590216,,,5
"BANNER, BETTY ROSS T",CRYSTAL [INHUMAN],Undirected,575824,,,6
SASQUATCH/WALTER LAN,"BANNER, BETTY ROSS T",Undirected,966537,,,5
LEADER/SAM STERNS,"BANNER, BETTY ROSS T",Undirected,768105,,,40
"JAMESON, J. JONAH","BANNER, BETTY ROSS T",Undirected,757175,,,5
"JONES, RICHARD MILHO","BANNER, BETTY ROSS T",Undirected,755094,,,123
"FURY, COL. NICHOLAS","BANNER, BETTY ROSS T",Undirected,593993,,,15
"ROSS, GEN. THADDEUS","JAMESON, J. JONAH",Undirected,968394,,,5
"ROSS, GEN. THADDEUS","JARVIS, EDWIN",Undirected,712172,,,5
"ROSS, GEN. THADDEUS",HUMAN TORCH/JOHNNY S,Undirected,636135,,,16
"ROSS, GEN. THADDEUS","JONES, RICHARD MILHO",Undirected,628929,,,73
"ROSS, GEN. THADDEUS",DOC SAMSON/DR. LEONA,Undirected,590063,,,65
DAREDEVIL/MATT MURDO,"ROSS, GEN. THADDEUS",Undirected,967965,,,5
ANT-MAN/DR. HENRY J.,"ROSS, GEN. THADDEUS",Undirected,662544,,,7
"FURY, COL. NICHOLAS","ROSS, GEN. THADDEUS",Undirected,593994,,,13
LEADER/SAM STERNS,"ROSS, GEN. THADDEUS",Undirected,590042,,,34
GORGON [INHUMAN],MEDUSA/MEDUSALITH AM,Undirected,1033714,,,114
GORGON [INHUMAN],LUNA/LUNA MAXIMOFF [,Undirected,966423,,,19
GORGON [INHUMAN],MAXIMUS [INHUMAN],Undirected,766156,,,49
GORGON [INHUMAN],BLACK BOLT/BLACKANTO,Undirected,640931,,,122
GORGON [INHUMAN],ANT-MAN II/SCOTT HAR,Undirected,640822,,,9
GORGON [INHUMAN],LYJA LAZERFIST [SKRU,Undirected,640821,,,8
GORGON [INHUMAN],ICEMAN/ROBERT BOBBY,Undirected,640115,,,7
GORGON [INHUMAN],"MASTERS, ALICIA REIS",Undirected,640108,,,8
GORGON [INHUMAN],SANDMAN/WILLIAM BAKE,Undirected,634027,,,5
GORGON [INHUMAN],BLACK WIDOW/NATASHA,Undirected,620688,,,5
GORGON [INHUMAN],ANT-MAN/DR. HENRY J.,Undirected,620683,,,5
GORGON [INHUMAN],DAREDEVIL/MATT MURDO,Undirected,602483,,,14
GORGON [INHUMAN],KARNAK [INHUMAN],Undirected,575820,,,129
CRYSTAL [INHUMAN],GORGON [INHUMAN],Undirected,975045,,,82
LOCKJAW [INHUMAN],GORGON [INHUMAN],Undirected,877380,,,69
MEPHISTO,GORGON [INHUMAN],Undirected,787489,,,6
TRITON,GORGON [INHUMAN],Undirected,706866,,,91
HUMAN TORCH/JOHNNY S,GORGON [INHUMAN],Undirected,683166,,,53
DR. DOOM/VICTOR VON,GORGON [INHUMAN],Undirected,640922,,,14
"RICHARDS, FRANKLIN B",GORGON [INHUMAN],Undirected,620565,,,12
LOCKJAW [INHUMAN],BLACK BOLT/BLACKANTO,Undirected,976397,,,70
LOCKJAW [INHUMAN],"MASTERS, ALICIA REIS",Undirected,847204,,,10
LOCKJAW [INHUMAN],QUASAR III/WENDELL V,Undirected,776119,,,6
LOCKJAW [INHUMAN],DR. DOOM/VICTOR VON,Undirected,645173,,,7
LOCKJAW [INHUMAN],"RICHARDS, FRANKLIN B",Undirected,639977,,,8
LOCKJAW [INHUMAN],LUNA/LUNA MAXIMOFF [,Undirected,608335,,,22
"FURY, COL. NICHOLAS",LOCKJAW [INHUMAN],Undirected,968958,,,6
HUMAN TORCH/JOHNNY S,LOCKJAW [INHUMAN],Undirected,953042,,,39
ANT-MAN II/SCOTT HAR,LOCKJAW [INHUMAN],Undirected,876757,,,5
ANT-MAN/DR. HENRY J.,LOCKJAW [INHUMAN],Undirected,777053,,,10
SERSI/SYLVIA,LOCKJAW [INHUMAN],Undirected,777036,,,9
COLLECTOR/TANELEER T,LOCKJAW [INHUMAN],Undirected,775996,,,5
BLACK KNIGHT V/DANE,LOCKJAW [INHUMAN],Undirected,757643,,,8
"JARVIS, EDWIN",LOCKJAW [INHUMAN],Undirected,757632,,,7
HERCULES [GREEK GOD],LOCKJAW [INHUMAN],Undirected,721596,,,11
KARNAK [INHUMAN],LOCKJAW [INHUMAN],Undirected,683249,,,69
"HARKNESS, AGATHA",LOCKJAW [INHUMAN],Undirected,683241,,,6
MAXIMUS [INHUMAN],LOCKJAW [INHUMAN],Undirected,683001,,,30
BLACK WIDOW/NATASHA,LOCKJAW [INHUMAN],Undirected,639942,,,11
ICEMAN/ROBERT BOBBY,LOCKJAW [INHUMAN],Undirected,639888,,,6
PROFESSOR X/CHARLES,LOCKJAW [INHUMAN],Undirected,639872,,,5
MEDUSA/MEDUSALITH AM,LOCKJAW [INHUMAN],Undirected,633992,,,65
CRYSTAL [INHUMAN],LOCKJAW [INHUMAN],Undirected,607837,,,72
TRITON,LOCKJAW [INHUMAN],Undirected,575840,,,58
CRYSTAL [INHUMAN],PROFESSOR X/CHARLES,Undirected,1053677,,,14
CRYSTAL [INHUMAN],"GYRICH, HENRY PETER",Undirected,1007121,,,6
CRYSTAL [INHUMAN],STINGRAY/DR. WALTER,Undirected,966991,,,7
CRYSTAL [INHUMAN],HIGH EVOLUTIONARY/HE,Undirected,907508,,,5
CRYSTAL [INHUMAN],CAPTAIN MARVEL II/MO,Undirected,890500,,,10
CRYSTAL [INHUMAN],FORGOTTEN ONE/GILGAM,Undirected,890498,,,5
CRYSTAL [INHUMAN],LIVING LIGHTNING/MIG,Undirected,890493,,,13
CRYSTAL [INHUMAN],"HARKNESS, AGATHA",Undirected,847964,,,10
CRYSTAL [INHUMAN],DR. DOOM/VICTOR VON,Undirected,835736,,,23
CRYSTAL [INHUMAN],LYJA LAZERFIST [SKRU,Undirected,835733,,,14
CRYSTAL [INHUMAN],ICEMAN/ROBERT BOBBY,Undirected,796911,,,22
CRYSTAL [INHUMAN],BLACK KNIGHT V/DANE,Undirected,776095,,,47
CRYSTAL [INHUMAN],"RICHARDS, FRANKLIN B",Undirected,766419,,,27
CRYSTAL [INHUMAN],DAREDEVIL/MATT MURDO,Undirected,756298,,,9
CRYSTAL [INHUMAN],RED SKULL/JOHANN SCH,Undirected,690938,,,5
CRYSTAL [INHUMAN],BLACK WIDOW/NATASHA,Undirected,690688,,,73
CRYSTAL [INHUMAN],FALCON/SAM WILSON,Undirected,683652,,,17
CRYSTAL [INHUMAN],ANT-MAN/DR. HENRY J.,Undirected,683647,,,63
CRYSTAL [INHUMAN],NOVA II/FRANKIE RAYE,Undirected,675870,,,6
CRYSTAL [INHUMAN],MOON KNIGHT/MARC SPE,Undirected,666946,,,9
CRYSTAL [INHUMAN],GAMBIT/REMY LEBEAU,Undirected,664646,,,10
CRYSTAL [INHUMAN],WOLFSBANE/RAHNE SINC,Undirected,664643,,,5
CRYSTAL [INHUMAN],NORTHSTAR/JEAN-PAUL,Undirected,664642,,,6
CRYSTAL [INHUMAN],AURORA/JEANNE-MARIE,Undirected,664638,,,5
CRYSTAL [INHUMAN],MULTIPLE MAN/JAMES A,Undirected,664628,,,6
CRYSTAL [INHUMAN],THANOS,Undirected,664615,,,5
CRYSTAL [INHUMAN],STRONG GUY/GUIDO CAR,Undirected,664613,,,5
CRYSTAL [INHUMAN],MAGUS,Undirected,664608,,,6
CRYSTAL [INHUMAN],PUCK/EUGENE MILTON J,Undirected,664606,,,6
CRYSTAL [INHUMAN],POLARIS/LORNA DANE,Undirected,664604,,,7
CRYSTAL [INHUMAN],PHARAOH RAMA-TUT,Undirected,664590,,,13
CRYSTAL [INHUMAN],WILD CHILD/KYLE GIBN,Undirected,664586,,,5
CRYSTAL [INHUMAN],HUMAN TORCH/JOHNNY S,Undirected,650602,,,119
CRYSTAL [INHUMAN],"MASTERS, ALICIA REIS",Undirected,650497,,,23
CRYSTAL [INHUMAN],WARLOCK II/ADAM WARL,Undirected,650440,,,6
CRYSTAL [INHUMAN],BISHOP /,Undirected,639906,,,5
CRYSTAL [INHUMAN],ANT-MAN II/SCOTT HAR,Undirected,639901,,,5
CRYSTAL [INHUMAN],COLOSSUS II/PETER RA,Undirected,622602,,,8
CRYSTAL [INHUMAN],HAVOK/ALEX SUMMERS,Undirected,622596,,,9
CRYSTAL [INHUMAN],"HUDSON, HEATHER",Undirected,622591,,,6
CRYSTAL [INHUMAN],SASQUATCH/WALTER LAN,Undirected,622588,,,8
CRYSTAL [INHUMAN],MACHINE MAN/X-51,Undirected,599329,,,6
CRYSTAL [INHUMAN],RAGE/ELVIN DARYL HAL,Undirected,599315,,,10
CRYSTAL [INHUMAN],HERCULES [GREEK GOD],Undirected,599313,,,81
CRYSTAL [INHUMAN],STARFOX/EROS,Undirected,599312,,,10
CRYSTAL [INHUMAN],BINARY/CAROL DANVERS,Undirected,599311,,,9
CRYSTAL [INHUMAN],USAGENT/CAPTAIN JOHN,Undirected,598012,,,20
CRYSTAL [INHUMAN],MOONDRAGON/HEATHER D,Undirected,597989,,,10
CRYSTAL [INHUMAN],LUNA/LUNA MAXIMOFF [,Undirected,597983,,,40
CRYSTAL [INHUMAN],DEMOLITION MAN/DENNI,Undirected,596642,,,6
CRYSTAL [INHUMAN],SANDMAN/WILLIAM BAKE,Undirected,596636,,,11
CRYSTAL [INHUMAN],MS. MARVEL II/SHARON,Undirected,586616,,,17
CRYSTAL [INHUMAN],"FURY, COL. NICHOLAS",Undirected,586613,,,10
MAGNETO/MAGNUS/ERIC,CRYSTAL [INHUMAN],Undirected,1034536,,,9
LILANDRA NERAMANI [S,CRYSTAL [INHUMAN],Undirected,1007118,,,5
"DUGAN, TIMOTHY ALOYI",CRYSTAL [INHUMAN],Undirected,1006762,,,7
TRITON,CRYSTAL [INHUMAN],Undirected,855271,,,68
ULTRON,CRYSTAL [INHUMAN],Undirected,819016,,,5
MOLE MAN/HARVEY RUPE,CRYSTAL [INHUMAN],Undirected,796859,,,7
DR. DRUID/ANTHONY LU,CRYSTAL [INHUMAN],Undirected,738234,,,8
KARNAK [INHUMAN],CRYSTAL [INHUMAN],Undirected,721569,,,80
"JARVIS, EDWIN",CRYSTAL [INHUMAN],Undirected,719638,,,39
BLACK BOLT/BLACKANTO,CRYSTAL [INHUMAN],Undirected,706856,,,81
KA-ZAR/KEVIN PLUNDER,CRYSTAL [INHUMAN],Undirected,692822,,,6
SERSI/SYLVIA,CRYSTAL [INHUMAN],Undirected,691344,,,33
MAXIMUS [INHUMAN],CRYSTAL [INHUMAN],Undirected,683005,,,37
SHAMAN/MICHAEL TWOYO,CRYSTAL [INHUMAN],Undirected,674457,,,5
QUASAR III/WENDELL V,CRYSTAL [INHUMAN],Undirected,671632,,,17
DARKHAWK/CHRIS POWEL,CRYSTAL [INHUMAN],Undirected,670102,,,8
WIZARD/BENTLEY WITTM,CRYSTAL [INHUMAN],Undirected,628470,,,6
MEDUSA/MEDUSALITH AM,CRYSTAL [INHUMAN],Undirected,607828,,,78
COLLECTOR/TANELEER T,CRYSTAL [INHUMAN],Undirected,584979,,,6
BLACK BOLT/BLACKANTO,SANDMAN/WILLIAM BAKE,Undirected,953097,,,7
BLACK BOLT/BLACKANTO,"RICHARDS, FRANKLIN B",Undirected,855387,,,12
BLACK BOLT/BLACKANTO,ANT-MAN II/SCOTT HAR,Undirected,745246,,,9
BLACK BOLT/BLACKANTO,"MASTERS, ALICIA REIS",Undirected,683021,,,9
BLACK BOLT/BLACKANTO,LYJA LAZERFIST [SKRU,Undirected,640311,,,8
BLACK BOLT/BLACKANTO,BLACK WIDOW/NATASHA,Undirected,619738,,,5
BLACK BOLT/BLACKANTO,DAREDEVIL/MATT MURDO,Undirected,619716,,,6
BLACK BOLT/BLACKANTO,ANT-MAN/DR. HENRY J.,Undirected,617546,,,6
"FURY, COL. NICHOLAS",BLACK BOLT/BLACKANTO,Undirected,1061110,,,9
ICEMAN/ROBERT BOBBY,BLACK BOLT/BLACKANTO,Undirected,966813,,,7
MAXIMUS [INHUMAN],BLACK BOLT/BLACKANTO,Undirected,735846,,,50
LUNA/LUNA MAXIMOFF [,BLACK BOLT/BLACKANTO,Undirected,727038,,,18
KARNAK [INHUMAN],BLACK BOLT/BLACKANTO,Undirected,722889,,,121
MEDUSA/MEDUSALITH AM,BLACK BOLT/BLACKANTO,Undirected,682845,,,119
DR. DOOM/VICTOR VON,BLACK BOLT/BLACKANTO,Undirected,640916,,,13
HUMAN TORCH/JOHNNY S,BLACK BOLT/BLACKANTO,Undirected,607877,,,55
TRITON,BLACK BOLT/BLACKANTO,Undirected,575843,,,91
TRITON,MEDUSA/MEDUSALITH AM,Undirected,855871,,,87
